text,or_city,dst_city,str_date,end_date,budget
Hello. Do you have five star hotels for me in Osaka?,,Osaka,,,
so I have 6 days vacation and I must leave from Punta Cana,Punta Cana,,,,
"So Hey, I'm an intern- it's pretty fantastic/exciting. So anyways I need to go to Monterrey between August 27 and September 15. What do you have leaving from Stuttgart?",Stuttgart,Monterrey,August 27,September 15,
"I need to get to Osaka from Dallas so I can find Mewtwo, he's the last one I need to find and I heard he was spotted in Osaka.",Dallas,Osaka,,,
Long Beach to Belo Horizonte September eighth,Long Beach,Belo Horizonte,September eighth,,
I have 4 kids i want to take on a trip to see their mom in Santa Cruz,,Santa Cruz,,,
"I'm good, thanks. I have an important business meeting in San Juan.",,San Juan,,,
I want to go to Guadalajara with my home girlz.,,Guadalajara,,,
Hi! My 3 best friends and I are looking for a trip to Neverland between August 16 and 19 on a very tight budget of $3500. What can you do for us?,,Neverland,August 16,19,$3500
I WANT TO GO TO CANCUN FROM TEL AVIV AUGUST 25 UNTIL AUGUST 28 9 PPL ALL ADULTS NO BUDGET,TEL AVIV,CANCUN,AUGUST 25,AUGUST 28,
so i need to get from Milan to Ulsan. sept 6 to 11,Milan,Ulsan,sept 6,11,
We are 3 adults and three kids looking for a vacation between August 18 and September 4,,,August 18,September 4,
"Salut! I am ze number one pastry chef in ze world! There is this fantastic beautiful intoxication pastry made by an ami of mine in Melbourne. Im in Guadalajara and I need, need, need to have a taste can you get me there, my good friend?",Guadalajara,Melbourne,,,
i want to dream of a better life in Pittsburgh rather than Houston.,Houston,Pittsburgh,,,
Toronto to Denver got it?,Toronto,Denver,,,
I need to find something in Kyoto between the 17th and 30th,,Kyoto,17th,30th,
Jerusalem to Belem 2 adults 4000 dollar budget. Leave on September third,Jerusalem,Belem,September third,,4000
"Hey, looking to surprise my baby mama in Tofino by bringing my 2 kids for a visit.",,Tofino,,,
We want to go to Las Vegas from Portland. 2 adults,Portland,Las Vegas,,,
Do you do flights out of Seoul?,Seoul,,,,
Do you do flights out of Punta Cana?,Punta Cana,,,,
"you do vacation deals out of rome, yes?",rome,,,,
"Hi there, I’m off between August 25 and September 11. I saved up 4000 for a nice trip. If I flew out from San Francisco, what are your suggestions for where I can go?",San Francisco,,August 25,September 11,4000
"if you knew who you were talking to you would be shamed of addressing me with such a generic title…...but im trying to book a trip on the low so i won’t ruin your day with that information.
I want to go to Salvador and leave form Buenos Aires. Find me the best thing money can buy",Buenos Aires,Salvador,,,
i wanna go 2 santa cruz from kabul,kabul,santa cruz,,,
This is probably a waste of time but what the hell. Just wanted to see if I can get to Chicago from Ulsan,Ulsan,Chicago,,,
Hi I want to go to osaka,,osaka,,,
"Kabul to Kingston, 11 adults",Kabul,Kingston,,,
"hey... i need to get out of Jerusalem ok
like now
like now as in yesterday
3200 max - can you get me to valencia?",Jerusalem,valencia,yesterday,,3200
"I live in Toronto, can we se what packages are available in Cairo from August 17 to September 7?",Toronto,Cairo,August 17,September 7,
"This is a little short notice But I'm trying to get of San Diego for a bit
I'd like to travel between Sept 8 and 17",San Diego,,Sept 8,17,
I want to go to Santa Cruz from Indianapolis,Indianapolis,Santa Cruz,,,
I would like a vacation for one in Mannheim from August 17 to September 7. My city of departure is Porto Alegre. It should cost less than $3000.,Porto Alegre,Mannheim,August 17,September 7,$3000
I need to go to Buenos Aires.,,Buenos Aires,,,
hi my wife and i wanna bring our 7 little lads n lassies to kochi leaving from san diego  we can spend 28500 ,san diego,kochi,,,28500
"Hey, my colleagues and I want to go on a trip sometime between September 6 and September 10, if possible.",,,September 6,September 10,
Hi there. I have been tasked with bringing my big beautiful family on a trip! We need to go between August 30 and September 20. We've got 13100 dollars to spend and are leaving from Dublin. Lets hear whats available in St. Louis!,Dublin,St. Louis,August 30,September 20,13100 dollars
I would like to find a great package from Birmingham to Porto for 6 days.,Birmingham,Porto,,,
"Going to Buenos Aires. Getting out of Montreal for my bday
No budget, don’t care about the date cause my bday is every day
5 stars minimum",Montreal,Buenos Aires,,,
"Hey. I need to get from Goiania to Hamburg
Budget isn't an issue, can you just give me the best options?",Goiania,Hamburg,,,
I need to find something between september 8th and 27th for under 4300 from frankfurt,frankfurt,,september 8th,27th,4300
I want to leave Jerusalem on or after September 6th,Jerusalem,,September 6th,,
"hello, please find me a vacation between saturday august 27 2016 and wednesday september 7 2016 for under 6000$ leaving from madrid",madrid,,saturday august 27 2016,wednesday september 7 2016,6000$
"I'm in Ciudad Juarez and I have to transport a little ""package"" with me across the border. It has to be done between September 8 and the 28th. We are going to make this a family trip, like in that movie We are the Millers. LOL.",Ciudad Juarez,,September 8,28th,
"H, I need to go to Kyoto pronto!",,Kyoto,,,
"I need to get to Beijing so I can get a picture of Madonna and her huge popstar friend, Greg.",,Beijing,,,
Soooo I’m wondering can I bring my wife and 3 kids to Kingston for 2800 dollars?,,Kingston,,,2800
"Hi there, I really want to go to Osaka but don't really know what kind of trip I want. I heard from my friend you guys have a wide range of offerings so I want to check out what are the availabilities for Osaka.",,Osaka,,,
I'm looking to take 5 friends to Leon.,,Leon,,,
"Hi there, I'm a father of 2 little ones and I'd like to take my kids to visit Portland. We'll be departing from Kobe",Kobe,Portland,,,
"hey buddy. i have some work to do
looking to domesticate a savage little tea cup yorkie in Pittsburgh
I am available between the 12th and 19th of September
I can leave from wherever, so long as it costs me under 3700 bucks",,Pittsburgh,12th,19th of September,3700
"Hi, I could use some help planning a low-budget honeymoon.",,,,,low-budget
"Hi there, my friends and I would like to go to Belo Horizonte from Tofino for a couple days please.",Tofino,Belo Horizonte,,,
"Hey, I live in beautiful Toronto but I kinda need a break from my friends, can you find me a getaway?",Toronto,,,,
Hi! I have 2 possible big golf tournaments coming up and I want to see which one has the best package. Let's take a look at Chicago first.,,Chicago,,,
I want to go to Vitoria. from Tijuana,Tijuana,Vitoria,,,
"Hello I am currently in Tel Aviv on business and would like to get to Houston next Saturday, August 27th.",Tel Aviv,Houston,"Saturday, August 27th",,
hi i want to go to toluca from burlington ok,burlington,toluca,,,
pittsburgh to guadalajara. What's the cost?,pittsburgh,guadalajara,,,
got a big family trip coming up tomorrow that I havent booked yet - ha! we have 13800 to bring our 5 kids somewhere. need to be back by september 17 for work,,,,september 17,13800
"HEY. I NEED TO GET TO SAN JUAN
FAMILY REUNION!
WE ARE LEAVING FROM LEON",LEON,SAN JUAN,,,
Hi im from Sydney and i want to go to mannheim,Sydney,mannheim,,,
"Hello, I want to leave from Seoul on August 27 and return on September 9. You can go to Manaus.",Seoul,Manaus,August 27,September 9,
september 6th-9th my start-up colleagues and I want to get out of Tofino and into Maceio. What's available?,Tofino,Maceio,september 6th,9th,
"I need to get to Boston please, it's an emergency.",,Boston,,,
from Punta Cana. To indianapolis,Punta Cana,indianapolis,,,
Portland I live I will leave August 31 be back September 17 no more than 3200 dollars go,Portland,,August 31,September 17,3200
Hi I would like to book a vacation from August 27th to August 30th,,,August 27th,August 30th,
Well you start by booking me from Belem to Rome. My dates are flexible.,Belem,Rome,,,
"hey there how are you i am chef
for pastry cake. i want go to coruscant
live sydney
pls help me thx
need to try cookie
good there",sydney,coruscant,,,
"I need to get out of Salvador. I don't know if I can, but I want to. With 3400, can that get me to Houston?",Salvador,Houston,,,3400
ONE ticket from Belem to Punta Cana,Belem,Punta Cana,,,
